fdate,Avg_GWAD,Avg_LAI,SD_GWAD,SD_LAI
1,2290.947619047619,0.4501666666666667,343.9557169806364,0.0393670443173431
9,0.0,0.0,0.0,0.0
10,0.0,0.0035410989010989033,0.0,0.006835588966354259
11,0.0,0.037586813186813124,0.0,0.029681837988781427
12,0.0,0.1199714285714286,0.0,0.05821904595896444
13,0.0,0.2533525274725273,0.0,0.09532030368417513
14,0.0,0.4535934065934066,0.0,0.14174770788854235
15,0.0,0.7138736263736263,0.0,0.182529693734576
16,0.0,0.954977142857143,0.0,0.2098806926008766
17,0.0,1.0453220512820514,0.0,0.20712942305964613
18,118.2788205128205,0.9998920146520145,178.27226941380104,0.18817532062453932
19,781.9780073260073,0.9008345787545787,372.6955988893142,0.16519900521429393
20,1595.5407619047621,0.7226940659340658,473.91482644992874,0.16547478563037435
21,2215.07025687167,0.5301372922620938,505.6560657932438,0.1312782466938455
22,2067.5706349206353,0.5175634920634921,685.1823357404506,0.16432701317802093
23,899.7571428571428,0.5846428571428571,84.5198085376968,0.026103405904101408
24,1173.6428571428573,0.5227857142857142,84.53909190057338,0.02394916296117176
25,1447.45,0.46699999999999997,84.49282960322631,0.022220760621405808
26,1636.6166666666668,0.433,16.00333298618344,0.00649771236233687
39,0.0,0.0,0.0,0.0
40,0.0,0.00011976047904191621,0.0,0.0010910500922184509
41,0.0,0.008081128747795421,0.0,0.008718501108623043
42,0.0,0.045206349206349174,0.0,0.025697620022644616
43,0.0,0.120289241622575,0.0,0.04385518899063031
44,0.0,0.2378465608465608,0.0,0.07305458813793525
45,0.0,0.4043245149911817,0.0,0.10857695101925667
46,0.0,0.6176649029982365,0.0,0.12964551705362654
47,0.0,0.8476737213403882,0.0,0.13426665264250864
48,0.0,0.9754920634920637,0.0,0.13469198617483305
49,105.56455026455026,0.947931216931217,205.656909639769,0.14844138436944596
50,645.9398589065256,0.8640670194003525,449.48336427809716,0.1463304457330292
51,1464.5328042328042,0.7058606701940034,497.6332031479632,0.16421888169956522
52,2108.26368159204,0.5469900497512439,415.8235126586393,0.11378472125861162
53,2310.819047619048,0.4807380952380953,258.86186755585345,0.0304675164364211
