fdate,Avg_GWAD,Avg_LAI,SD_GWAD,SD_LAI
1,648.3439153439152,1.5206349206349203,305.3399536546824,0.3894388665943469
2,1139.9821869488537,1.3810564373897707,375.76955788083444,0.3854018201871973
3,1636.9287477954142,1.2677213403880072,458.4779023656261,0.3897635558156053
4,2117.956506238859,1.1582370766488412,533.4950752513224,0.38139981071876217
5,2431.350387596899,1.0677260981912144,528.2683777979988,0.33237891855282414
6,2450.548148148148,0.9427777777777777,490.2367065952602,0.3259771661687919
9,0.0,0.0,0.0,0.0
10,0.0,0.00843494505494506,0.0,0.013340902511700567
11,0.0,0.0820567765567765,0.0,0.058686515782978226
12,0.0,0.2725433699633698,0.0,0.12988598512780455
13,0.0,0.6380438095238095,0.0,0.22013908476080826
14,0.0,1.1486383150183148,0.0,0.28610727059993785
15,0.0,1.6542476923076925,0.0,0.32759904303118864
16,0.0,2.0468575824175828,0.0,0.35733990060273196
17,0.0,2.2947668131868126,0.0,0.3638847799904901
18,0.0,2.232765567765568,0.0,0.3508443884072162
19,0.0,2.0686404395604394,0.0,0.3606147535147525
20,14.89392673992674,1.87202673992674,53.952248616460125,0.3635268674223667
21,209.9588058608059,1.7116927472527474,202.2505397069478,0.36994526812353895
22,659.0586080586082,1.5588772893772893,271.13331609606456,0.37611115550074065
23,1131.0050109890108,1.4374432234432235,334.3724164741478,0.38945987878896965
24,1613.7040146520148,1.336782344322344,383.71412007143255,0.40409527635524756
25,2097.8446520146517,1.239910989010989,437.5579333908009,0.4126006497974929
26,2550.367719179626,1.1271185711066036,481.7507171358917,0.39724230239855657
27,2830.3965217391296,1.0202144927536232,501.1786136234947,0.3732231989703809
28,2288.3400000000006,0.7287333333333332,488.20466867437693,0.2925227012154222
29,2372.885714285714,0.6403333333333335,112.15094347560624,0.024735608231862525
30,2629.9222222222224,0.5863333333333335,21.990974579653415,0.00489897948556636
39,0.0,0.0,0.0,0.0
40,0.0,0.0004191616766467067,0.0,0.002010003120891197
41,0.0,0.0163774250440917,0.0,0.01962604106188389
42,0.0,0.09666666666666662,0.0,0.054921117884701665
43,0.0,0.2720599647266316,0.0,0.10906310252474709
44,0.0,0.5819770723104056,0.0,0.18067541856446165
45,0.0,1.0110176366843033,0.0,0.23218877808493762
46,0.0,1.4727707231040563,0.0,0.24957215698386595
47,0.0,1.886823633156966,0.0,0.2823218775800805
48,0.0,2.1865943562610233,0.0,0.3187277273336919
49,0.0,2.225481481481481,0.0,0.36533555340304263
50,0.0,2.083640211640211,0.0,0.4061173558227493
51,7.791005291005292,1.8980370370370367,39.05545995404762,0.41419218701689875
52,135.29647266313933,1.720067019400353,189.8943484087641,0.40637296566497877
53,371.97333333333324,1.7011238095238095,223.78622722807677,0.38109328240989027
